0,-38,0,316,1,-57,0.2
1,-57,0.2,315,11,-67,0.2
11,-67,0.2,315,29,-68,0
29,-68,0,316,48,-68,0.2
48,-68,0.2,315,57,-59,0.1
57,-59,0.1,315,60,-41,0
60,-41,0,315,70,-28,0
70,-28,0,316,77,-15,0.3
77,-15,0.3,315,68,-7,0.1
68,-7,0.1,316,49,-9,0.2
49,-9,0.2,315,38,-20,0
38,-20,0,314,27,-28,-0.3
27,-28,-0.3,315,18,-19,-0.2
18,0,0,315,17,19,0
17,19,0,316,13,34,0.3
13,34,0.3,316,1,33,0.3
1,33,0.3,315,0,17,0
0,17,0,-1,0,-3,0
0,-4,0,315,0,-24,0
0,-24,0,315,0,-44,0
0,-44,0,316,2,-62,0.3
2,-62,0.3,315,15,-68,0
15,-68,0,315,34,-68,0
34,-68,0,316,52,-66,0.3
52,-66,0.3,315,59,-52,0
59,-52,0,314,61,-35,-0.3
61,-35,-0.3,316,74,-26,0.3
74,-26,0.3,316,75,-13,0.3
75,-13,0.3,315,61,-8,0
61,-8,0,315,44,-13,0.2
44,-13,0.2,314,32,-26,-0.3
32,-26,-0.3,314,20,-23,-0.3
20,-23,-0.3,315,18,-6,0
18,-6,0,315,18,13,0
18,13,0,316,17,31,0.3
17,31,0.3,316,5,37,0.3
5,37,0.3,315,0,24,0
0,24,0,-1,0,18,0
0,-6,0,315,0,-25,0
0,-25,0,315,0,-45,0
0,-45,0,315,3,-62,0
3,-62,0,315,17,-68,0
17,-68,0,315,37,-68,0
37,-68,0,316,54,-65,0.3
54,-65,0.3,315,60,-50,0
60,-50,0,314,62,-33,-0.3
62,-33,-0.3,316,76,-24,0.3
76,-24,0.3,316,76,-11,0.3
76,-11,0.3,315,61,-8,0
61,-8,0,316,44,-12,0.3
44,-12,0.3,314,34,-26,-0.3
34,-26,-0.3,314,21,-25,-0.3
21,-25,-0.3,315,17,-10,0
17,-10,0,314,17,-5,-0.2
17,-5,-0.2,315,17,0,0
17,0,0,-1,21,7,0
21,7,0,-1,21,7,0
21,7,0,315,21,7,0
0,-7,0,315,0,-26,0
0,-46,0,316,3,-63,0.3
3,-63,0.3,315,18,-67,0
18,-67,0,315,38,-67,0
38,-67,0,316,54,-64,0.3
54,-64,0.3,315,59,-48,0
59,-48,0,314,64,-32,-0.2
64,-32,-0.2,316,76,-22,0.3
76,-22,0.3,316,73,-9,0.3
73,-9,0.3,315,57,-9,0
57,-9,0,315,41,-15,0.1
41,-15,0.1,314,30,-27,-0.3
30,-27,-0.3,314,19,-21,-0.3
19,-21,-0.3,315,19,-3,0
19,-3,0,315,18,16,0
18,16,0,316,15,33,0.3
15,33,0.3,316,3,36,0.3
3,36,0.3,315,0,23,0
0,23,0,315,0,3,0
0,3,0,-1,0,-12,0
0,2,0,315,0,-16,0
0,-16,0,315,0,-35,0
0,-35,0,316,1,-55,0.2
1,-55,0.2,315,9,-66,0.2
9,-66,0.2,315,27,-68,0
27,-68,0,316,47,-67,0
47,-67,0,315,57,-58,0
57,-58,0,315,60,-39,0
60,-39,0,315,69,-27,0
69,-27,0,316,78,-16,0.3
78,-16,0.3,315,70,-7,0.2
70,-7,0.2,316,51,-9,0.1
51,-9,0.1,314,39,-19,-0.3
39,-19,-0.3,314,26,-26,-0.3
26,-26,-0.3,315,19,-15,0
19,-15,0,316,19,3,0.1
19,3,0.1,315,18,23,0
18,23,0,316,12,36,0.3
12,36,0.3,316,0,31,0.3
0,31,0.3,315,0,14,0
0,-6,0,315,0,-25,0
0,-25,0,315,0,-45,0
0,-45,0,315,2,-58,0
2,-58,0,315,10,-68,0.2
10,-68,0.2,315,29,-69,0
29,-69,0,315,48,-68,0
48,-68,0,315,59,-59,0.2
59,-59,0.2,315,60,-39,-0.2
60,-39,-0.2,315,68,-27,0
68,-27,0,316,78,-17,0.3
78,-17,0.3,316,71,-7,0.3
71,-7,0.3,316,53,-8,0
53,-8,0,315,39,-17,0
39,-17,0,314,27,-28,-0.3
27,-28,-0.3,-1,16,-23,-0.3
16,-23,-0.3,-1,16,-23,-0.3
16,-23,-0.3,315,16,-22,0
16,-22,0,315,20,-6,0
20,-6,0,315,20,14,0
20,14,0,316,18,32,0.3
0,3,0,315,0,-13,0
0,-13,0,315,0,-33,0
0,-33,0,315,0,-53,0.1
0,-53,0.1,316,7,-66,0.3
7,-66,0.3,315,24,-67,-0.1
24,-67,-0.1,315,44,-66,0
44,-66,0,316,56,-60,0.3
56,-60,0.3,314,57,-41,-0.2
57,-41,-0.2,314,65,-28,-0.3
65,-28,-0.3,316,76,-19,0.3
76,-19,0.3,316,71,-8,0.3
71,-8,0.3,316,54,-9,0.1
54,-9,0.1,315,41,-18,0
41,-18,0,314,31,-29,-0.3
31,-29,-0.3,314,21,-21,-0.3
21,-21,-0.3,315,18,-3,0
18,-3,0,315,18,16,0
18,16,0,316,16,33,0.3
16,33,0.3,316,3,34,0.3
3,34,0.3,315,0,20,0
0,-8,0,315,0,-28,0
0,-28,0,316,0,-47,0.2
0,-47,0.2,316,5,-63,0.3
5,-63,0.3,315,21,-67,0
21,-67,0,315,40,-67,0
40,-67,0,316,56,-62,0.3
56,-62,0.3,314,59,-45,-0.2
59,-45,-0.2,315,65,-30,-0.1
65,-30,-0.1,316,76,-19,0.3
76,-19,0.3,316,70,-8,0.3
70,-8,0.3,315,53,-8,0.2
53,-8,0.2,315,40,-18,0
40,-18,0,314,30,-28,-0.3
30,-28,-0.3,315,20,-20,0
20,-20,0,315,19,-1,0.1
19,-1,0.1,315,18,18,0
18,18,0,316,15,34,0.3
15,34,0.3,316,2,35,0.3
2,35,0.3,315,0,21,0
0,21,0,315,0,2,0
0,-8,0,315,0,-28,0
0,-28,0,315,0,-48,0
0,-48,0,316,3,-65,0.3
3,-65,0.3,315,17,-70,0
17,-70,0,315,37,-70,0
37,-70,0,316,54,-67,0.3
54,-67,0.3,315,61,-53,0
61,-53,0,314,62,-35,-0.3
62,-35,-0.3,316,76,-26,0.3
76,-26,0.3,316,77,-13,0.3
77,-13,0.3,315,62,-7,0.3
62,-7,0.3,316,45,-9,0.2
45,-9,0.2,314,36,-22,-0.3
36,-22,-0.3,314,24,-25,-0.3
24,-25,-0.3,315,19,-12,0
19,-12,0,315,21,6,0
21,6,0,316,21,26,0.3
21,26,0.3,316,11,37,0.3
11,37,0.3,316,0,33,0.3
0,33,0.3,315,0,16,0
0,-6,0,315,0,-26,0
0,-26,0,315,0,-46,0
0,-46,0,315,3,-63,0.1
3,-63,0.1,315,16,-68,0
16,-68,0,315,36,-68,0
36,-68,0,316,54,-65,0.3
54,-65,0.3,315,59,-51,0
59,-51,0,314,62,-33,-0.3
62,-33,-0.3,316,75,-25,0.3
75,-25,0.3,316,78,-12,0.3
78,-12,0.3,315,65,-7,0
65,-7,0,316,46,-9,0.1
46,-9,0.1,314,37,-23,-0.3
37,-23,-0.3,314,25,-28,-0.3
25,-28,-0.3,315,19,-16,0
19,-16,0,315,20,3,0
20,3,0,315,19,23,0
19,23,0,316,13,35,0.2
13,35,0.2,316,0,32,0.3
0,32,0.3,315,0,15,0
0,-8,0,315,0,-28,0
0,-28,0,316,0,-48,0.1
0,-48,0.1,316,4,-64,0.3
4,-64,0.3,315,20,-68,0
20,-68,0,315,40,-68,0
40,-68,0,316,55,-63,0.3
55,-63,0.3,315,58,-47,0
58,-47,0,314,62,-31,-0.3
62,-31,-0.3,316,75,-22,0.3
75,-22,0.3,316,72,-10,0.3
72,-10,0.3,315,56,-9,0
56,-9,0,315,42,-16,0
42,-16,0,314,32,-27,-0.3
32,-27,-0.3,314,20,-21,-0.3
20,-21,-0.3,315,19,-5,0.1
19,-5,0.1,316,18,14,0
18,14,0,316,16,31,0.3
16,31,0.3,316,4,34,0.3
4,34,0.3,316,0,21,0
0,21,0,-1,0,5,0
0,-8,0,315,0,-28,0
0,-28,0,316,0,-48,0.1
0,-48,0.1,316,4,-64,0.3
4,-64,0.3,315,20,-68,0
20,-68,0,315,40,-68,0
40,-68,0,316,55,-63,0.3
55,-63,0.3,315,58,-47,0
58,-47,0,314,62,-31,-0.3
62,-31,-0.3,316,75,-22,0.3
75,-22,0.3,316,72,-10,0.3
72,-10,0.3,315,56,-9,0
56,-9,0,315,42,-16,0
42,-16,0,314,32,-27,-0.3
32,-27,-0.3,314,20,-21,-0.3
20,-21,-0.3,315,19,-5,0.1
19,-5,0.1,316,18,14,0
18,14,0,316,16,31,0.3
16,31,0.3,316,4,34,0.3
4,34,0.3,316,0,21,0
0,21,0,-1,0,5,0
0,-2,0,315,0,-21,0
0,-21,0,315,0,-41,0
0,-41,0,316,1,-60,0.1
1,-60,0.1,315,11,-69,0
11,-69,0,315,31,-69,0
31,-69,0,316,50,-67,0.2
50,-67,0.2,315,59,-56,0
59,-56,0,314,60,-37,-0.3
60,-37,-0.3,316,71,-26,0.3
71,-26,0.3,316,76,-14,0.3
76,-14,0.3,315,64,-8,0
64,-8,0,316,46,-10,0.3
46,-10,0.3,315,35,-23,-0.1
35,-23,-0.1,314,22,-25,-0.3
22,-25,-0.3,315,18,-10,0
18,-10,0,315,18,9,0
18,9,0,316,17,28,0.2
17,28,0.2,316,8,37,0.3
8,37,0.3,315,0,28,0
0,28,0,315,0,8,0
0,4,0,315,0,2,0
0,2,0,315,0,-16,0
0,-16,0,315,0,-36,0
0,-36,0,315,1,-55,0
1,-55,0,315,9,-67,0.1
9,-67,0.1,315,28,-67,0
28,-67,0,316,47,-66,0.3
47,-66,0.3,315,57,-57,0
57,-57,0,314,60,-39,-0.3
60,-39,-0.3,316,71,-27,0.2
71,-27,0.2,316,75,-15,0.3
75,-15,0.3,315,64,-8,0
64,-8,0,315,46,-11,0.1
46,-11,0.1,314,34,-24,-0.3
34,-24,-0.3,314,21,-25,-0.3
21,-25,-0.3,315,18,-10,0
18,-10,0,315,19,10,0
19,10,0,316,18,29,0.1
18,29,0.1,316,8,37,0.3
8,37,0.3,315,0,27,0
0,-8,0,315,0,-28,0
0,-28,0,315,0,-48,0
0,-48,0,316,4,-64,0.2
4,-64,0.2,315,19,-67,0
19,-67,0,315,38,-67,0
38,-67,0,316,55,-64,0.3
55,-64,0.3,315,59,-48,0
59,-48,0,314,62,-32,-0.3
62,-32,-0.3,316,75,-23,0.1
75,-23,0.1,316,73,-10,0.3
73,-10,0.3,315,58,-8,0.1
58,-8,0.1,315,42,-15,0
42,-15,0,314,30,-26,-0.3
30,-26,-0.3,314,19,-19,-0.3
19,-19,-0.3,315,18,0,0
18,0,0,315,18,19,0
18,19,0,316,14,34,0.3
14,34,0.3,316,1,33,0.3
1,33,0.3,315,0,16,0
0,16,0,315,0,-2,0
